0000|00|00
0001|00|01
0002|00|02
0003|00|03
0004|00|04
0005|00|05
0006|00|06
0007|00|07
0008|00|08
0009|00|09
0010|00|10
0011|00|11
0012|00|12
0013|00|13
0014|00|14
0015|00|15
0016|00|16
0017|00|17
0018|00|18
0019|00|19
0020|00|20
0021|00|21
0022|00|22
0023|00|23
0024|00|24
0025|00|25
0026|00|26
0027|00|27
0028|00|28
0029|00|29
0030|00|30
0031|00|31
0032|00|32
0033|00|33
0034|00|34
0035|00|35
0036|00|36
0037|00|37
0038|00|38
0039|00|39
0040|00|40
0041|00|41
0042|00|42
0043|00|43
0044|00|44
0045|00|45
0046|00|46
0047|00|47
0048|00|48
0049|00|49
0050|00|50
0051|00|51
0052|00|52
0053|00|53
0054|00|54
0055|00|55
0056|00|56
0057|00|57
0058|00|58
0059|00|59
0100|01|00
0101|01|01
0102|01|02
0103|01|03
0104|01|04
0105|01|05
0106|01|06
0107|01|07
0108|01|08
0109|01|09
0110|01|10
0111|01|11
0112|01|12
0113|01|13
0114|01|14
0115|01|15
0116|01|16
0117|01|17
0118|01|18
0119|01|19
0120|01|20
0121|01|21
0122|01|22
0123|01|23
0124|01|24
0125|01|25
0126|01|26
0127|01|27
0128|01|28
0129|01|29
0130|01|30
0131|01|31
0132|01|32
0133|01|33
0134|01|34
0135|01|35
0136|01|36
0137|01|37
0138|01|38
0139|01|39
0140|01|40
0141|01|41
0142|01|42
0143|01|43
0144|01|44
0145|01|45
0146|01|46
0147|01|47
0148|01|48
0149|01|49
0150|01|50
0151|01|51
0152|01|52
0153|01|53
0154|01|54
0155|01|55
0156|01|56
0157|01|57
0158|01|58
0159|01|59
0200|02|00
0201|02|01
0202|02|02
0203|02|03
0204|02|04
0205|02|05
0206|02|06
0207|02|07
0208|02|08
0209|02|09
0210|02|10
0211|02|11
0212|02|12
0213|02|13
0214|02|14
0215|02|15
0216|02|16
0217|02|17
0218|02|18
0219|02|19
0220|02|20
0221|02|21
0222|02|22
0223|02|23
0224|02|24
0225|02|25
0226|02|26
0227|02|27
0228|02|28
0229|02|29
0230|02|30
0231|02|31
0232|02|32
0233|02|33
0234|02|34
0235|02|35
0236|02|36
0237|02|37
0238|02|38
0239|02|39
0240|02|40
0241|02|41
0242|02|42
0243|02|43
0244|02|44
0245|02|45
0246|02|46
0247|02|47
0248|02|48
0249|02|49
0250|02|50
0251|02|51
0252|02|52
0253|02|53
